count,1,2,3,4,5,6,7,persons,amounts,total,odd,even,yellow,blue,red,green,gray,band,1continue,2continue,3continue,4continue,endigDigit
377,6,22,29,37,43,45,23,3,"3,912,085,400",182,4,2,1,0,2,1,2,4,0,0,0,0,1
378,5,22,29,31,34,39,43,5,"2,317,698,240",160,4,2,1,0,2,3,0,3,0,0,0,0,2
379,6,10,22,31,35,40,19,7,"1,598,999,786",144,2,4,2,0,1,3,0,3,0,0,0,0,2
380,1,2,8,17,26,37,27,4,"2,684,274,825",91,3,3,3,1,1,1,0,4,1,0,0,0,2
381,1,5,10,12,16,20,11,19,"565,738,895",64,2,4,3,3,0,0,0,2,0,0,0,0,2
382,10,15,22,24,27,42,19,6,"1,846,674,900",140,2,4,1,1,3,0,1,4,0,0,0,0,2
383,4,15,28,33,37,40,25,3,"3,596,522,100",157,3,3,1,1,1,3,0,4,0,0,0,0,1
384,11,22,24,32,36,38,7,3,"3,658,734,200",163,1,5,0,1,2,3,0,3,0,0,0,0,2
385,7,12,19,21,29,32,9,7,"1,542,032,700",120,4,2,1,2,2,1,0,4,0,0,0,0,2
386,4,7,10,19,31,40,26,10,"1,042,953,330",111,3,3,3,1,0,2,0,3,0,0,0,0,2
387,1,26,31,34,40,43,20,4,"2,675,533,500",175,3,3,1,0,1,3,1,4,0,0,0,0,2
388,1,8,9,17,29,32,45,4,"2,545,543,875",96,4,2,3,1,1,1,0,4,1,0,0,0,2
389,7,16,18,20,23,26,3,5,"2,119,027,020",110,2,4,1,3,2,0,0,3,0,0,0,0,2
390,16,17,28,37,39,40,15,1,"10,373,997,900",177,3,3,0,2,1,3,0,3,1,0,0,0,2
391,10,11,18,22,28,39,30,1,"10,508,749,800",128,2,4,1,2,2,1,0,4,1,0,0,0,2
392,1,3,7,8,24,42,43,6,"1,713,528,700",85,3,3,4,0,1,0,1,3,1,0,0,0,1
393,9,16,28,40,41,43,21,8,"1,362,003,975",177,3,3,1,1,1,1,2,5,1,0,0,0,1
394,1,13,20,22,25,28,15,1,"10,654,349,100",109,3,3,1,2,3,0,0,3,0,0,0,0,1
395,11,15,20,26,31,35,7,7,"1,534,635,000",138,4,2,0,3,1,2,0,3,0,0,0,0,2
396,18,20,31,34,40,45,30,2,"5,296,622,400",188,2,4,0,2,0,3,1,3,0,0,0,0,2
397,12,13,17,22,25,33,8,3,"3,499,519,700",122,4,2,0,3,2,1,0,3,1,0,0,0,2
398,10,15,20,23,42,44,7,4,"2,680,625,550",154,2,4,1,2,1,0,2,4,0,0,0,0,2
399,1,2,9,17,19,42,20,8,"1,276,854,975",90,4,2,3,2,0,0,1,3,1,0,0,0,2
400,9,21,27,34,41,43,2,4,"2,669,834,325",175,5,1,1,0,2,1,2,4,0,0,0,0,2
401,6,12,18,31,38,43,9,9,"1,168,214,792",148,2,4,1,2,0,2,1,4,0,0,0,0,2
402,5,9,15,19,22,36,32,4,"2,662,206,188",106,4,2,2,2,1,1,0,4,0,0,0,0,2
403,10,14,22,24,28,37,26,5,"2,122,396,875",135,1,5,1,1,3,1,0,4,0,0,0,0,2
404,5,20,21,24,33,40,36,3,"3,566,659,375",143,3,3,1,1,2,2,0,4,1,0,0,0,2
405,1,2,10,25,26,44,4,3,"3,543,878,000",108,2,4,3,0,2,0,1,3,1,0,0,0,1
406,7,12,21,24,27,36,45,5,"2,156,142,450",127,3,3,1,1,3,1,0,4,0,0,0,0,2
407,6,7,13,16,24,25,1,7,"1,649,707,286",91,3,3,2,2,2,0,0,3,1,0,0,0,2
408,9,20,21,22,30,37,16,5,"2,235,375,825",139,3,3,1,1,3,1,0,4,0,1,0,0,2
409,6,9,21,31,32,40,38,4,"2,896,989,750",139,3,3,2,0,1,3,0,3,1,0,0,0,2
410,1,3,18,32,40,41,16,9,"1,249,335,709",135,3,3,2,1,0,2,1,4,1,0,0,0,2
411,11,14,22,35,37,39,5,12,"953,227,563",158,4,2,0,2,1,3,0,3,0,0,0,0,1
412,4,7,39,41,42,45,40,7,"1,656,199,822",178,4,2,2,0,0,1,3,3,1,0,0,0,1
413,2,9,15,23,34,40,3,4,"2,814,673,500",123,3,3,2,1,1,2,0,4,0,0,0,0,1
414,2,14,15,22,23,44,43,1,"11,703,832,500",120,2,4,1,2,2,0,1,4,1,0,0,0,2
415,7,17,20,26,30,40,24,8,"1,334,182,407",140,2,4,1,2,2,1,0,4,0,0,0,0,3
416,5,6,8,11,22,26,44,10,"1,072,037,100",78,2,4,3,1,2,0,0,3,1,0,0,0,2
417,4,5,14,20,22,43,44,4,"2,818,329,938",108,2,4,2,2,1,0,1,4,1,0,0,0,2
418,11,13,15,26,28,34,31,8,"1,435,649,766",127,3,3,0,3,2,1,0,3,0,0,0,0,1
419,2,11,13,14,28,30,7,3,"3,796,490,750",98,2,4,1,3,2,0,0,3,1,0,0,0,1
420,4,9,10,29,31,34,27,8,"1,424,856,375",117,3,3,3,0,1,2,0,3,1,0,0,0,2
421,6,11,26,27,28,44,30,5,"2,321,144,325",142,2,4,1,1,3,0,1,4,0,1,0,0,2
422,8,15,19,21,34,44,12,6,"2,205,251,375",141,3,3,1,2,1,1,1,5,0,0,0,0,2
423,1,17,27,28,29,40,5,3,"3,896,153,875",142,4,2,1,1,3,1,0,4,0,1,0,0,2
424,10,11,26,31,34,44,30,10,"1,109,480,813",156,2,4,1,1,1,2,1,5,1,0,0,0,2
425,8,10,14,27,33,38,3,8,"1,534,833,000",130,2,4,2,1,1,2,0,4,0,0,0,0,2
426,4,17,18,27,39,43,19,4,"3,057,233,625",148,4,2,1,2,1,1,1,5,1,0,0,0,2
427,6,7,15,24,28,30,21,1,"12,571,445,625",110,2,4,2,1,3,0,0,3,1,0,0,0,1
428,12,16,19,22,37,40,8,9,"1,437,683,209",146,2,4,0,3,1,2,0,3,0,0,0,0,2
429,3,23,28,34,39,42,16,9,"1,485,904,709",169,3,3,1,0,2,2,1,4,0,0,0,0,2
430,1,3,16,18,30,34,44,8,"1,611,763,219",102,2,4,2,2,1,1,0,4,0,0,0,0,1
431,18,22,25,31,38,45,6,10,"1,268,434,013",179,3,3,0,1,2,2,1,4,0,0,0,0,2
432,2,3,5,11,27,39,33,5,"2,299,427,550",87,5,1,3,1,1,1,0,4,1,0,0,0,1
433,19,23,29,33,35,43,27,11,"1,182,294,410",182,6,0,0,1,2,2,1,4,0,0,0,0,3
434,3,13,20,24,33,37,35,8,"1,480,060,266",130,4,2,1,2,1,2,0,4,0,0,0,0,3
435,8,16,26,30,38,45,42,10,"1,287,550,013",163,1,5,1,1,2,1,1,5,0,0,0,0,2
436,9,14,20,22,33,34,28,8,"1,512,266,579",132,2,4,1,2,1,2,0,4,1,0,0,0,2
437,11,16,29,38,41,44,21,6,"2,096,245,438",179,3,3,0,2,1,1,2,4,0,0,0,0,2
438,6,12,20,26,29,38,45,9,"1,377,142,167",131,1,5,1,2,2,1,0,4,0,0,0,0,2
439,17,20,30,31,37,40,25,6,"1,900,077,375",175,3,3,0,2,1,3,0,3,1,0,0,0,3
440,10,22,28,34,36,44,2,6,"1,995,873,000",174,0,6,1,0,2,2,1,4,0,0,0,0,2
441,1,23,28,30,34,35,9,4,"3,170,417,063",151,3,3,1,0,3,2,0,3,1,0,0,0,1
442,25,27,29,36,38,40,41,9,"1,413,413,042",195,3,3,0,0,3,3,0,2,0,0,0,0,1
443,4,6,10,19,20,44,14,9,"1,327,597,584",103,1,5,3,2,0,0,1,3,1,0,0,0,2
444,11,13,23,35,43,45,17,3,"4,154,188,625",170,6,0,0,2,1,1,2,4,0,0,0,0,3
445,13,20,21,30,39,45,32,7,"1,791,683,036",168,4,2,0,2,2,1,1,4,1,0,0,0,2
446,1,11,12,14,26,35,6,3,"4,051,247,625",99,3,3,1,3,1,1,0,4,1,0,0,0,2
447,2,7,8,9,17,33,34,4,"2,657,941,125",76,4,2,4,1,0,1,0,3,0,1,0,0,2
448,3,7,13,27,40,41,36,3,"4,026,212,750",131,5,1,2,1,1,1,1,5,1,0,0,0,2
449,3,10,20,26,35,43,36,3,"4,059,715,250",137,3,3,2,1,1,1,1,5,0,0,0,0,2
450,6,14,19,21,23,31,13,6,"1,990,391,625",114,4,2,1,2,2,1,0,4,0,0,0,0,2
451,12,15,20,24,30,38,29,13,"882,138,952",139,1,5,0,3,2,1,0,3,0,0,0,0,2
452,8,10,18,30,32,34,27,9,"1,276,902,000",132,0,6,2,1,1,2,0,4,0,0,0,0,2
453,12,24,33,38,40,42,30,5,"2,262,732,375",189,1,5,0,1,1,3,1,4,0,0,0,0,2
454,13,25,27,34,38,41,10,7,"1,609,125,590",178,4,2,0,1,2,2,1,4,0,0,0,0,1
455,4,19,20,26,30,35,24,7,"1,635,711,483",134,2,4,1,2,2,1,0,4,1,0,0,0,2
456,1,7,12,18,23,27,44,7,"1,598,505,054",88,4,2,2,2,2,0,0,3,0,0,0,0,2
457,8,10,18,23,27,40,33,10,"1,159,902,825",126,2,4,2,1,2,1,0,4,0,0,0,0,2
458,4,9,10,32,36,40,18,8,"1,608,812,625",131,1,5,3,0,0,3,0,2,1,0,0,0,2
459,4,6,10,14,25,40,12,7,"1,655,842,233",99,1,5,3,1,1,1,0,4,0,0,0,0,2
460,8,11,28,30,43,45,41,4,"3,180,895,782",165,3,3,1,1,2,0,2,4,0,0,0,0,2
461,11,18,26,31,37,40,43,6,"1,948,674,875",163,3,3,0,2,1,3,0,3,0,0,0,0,2
462,3,20,24,32,37,45,4,8,"1,483,559,297",161,3,3,1,1,1,2,1,5,0,0,0,0,1
463,23,29,31,33,34,44,40,0,0,194,4,2,0,0,2,3,1,3,1,0,0,0,2
464,6,12,15,34,42,44,4,13,"3,355,721,106",153,1,5,1,2,0,1,2,4,0,0,0,0,2
465,1,8,11,13,22,38,31,7,"1,923,662,893",93,3,3,2,2,1,1,0,4,0,0,0,0,2
466,4,10,13,23,32,44,20,9,"1,530,313,459",126,2,4,2,1,1,1,1,5,0,0,0,0,2
467,2,12,14,17,24,40,39,9,"1,435,441,084",109,1,5,1,3,1,1,0,4,0,0,0,0,2
468,8,13,15,28,37,43,17,9,"1,527,197,167",144,4,2,1,2,1,1,1,5,0,0,0,0,2
469,4,21,22,34,37,38,33,4,"3,330,131,250",156,2,4,1,0,2,3,0,3,1,0,0,0,2
470,10,16,20,39,41,42,27,3,"4,333,330,625",168,2,4,1,2,0,1,2,4,1,0,0,0,2
471,6,13,29,37,39,41,43,7,"1,939,332,858",165,5,1,1,1,1,2,1,5,0,0,0,0,2
472,16,25,26,31,36,43,44,7,"1,809,656,090",177,3,3,0,1,2,2,1,4,1,0,0,0,3
473,8,13,20,22,23,36,34,4,"3,250,418,063",122,2,4,1,2,2,1,0,4,1,0,0,0,2
474,4,13,18,31,33,45,43,15,"936,690,800",144,4,2,1,2,0,2,1,4,0,0,0,0,2
475,1,9,14,16,21,29,3,8,"1,693,923,047",90,4,2,2,2,2,0,0,3,0,0,0,0,2
476,9,12,13,15,37,38,27,4,"3,439,851,469",124,4,2,1,3,0,2,0,3,1,0,0,0,1
477,14,25,29,32,33,45,37,8,"1,919,011,829",178,4,2,0,1,2,2,1,4,1,0,0,0,2
478,18,29,30,37,39,43,8,14,"987,224,759",196,4,2,0,1,2,2,1,4,1,0,0,0,2
479,8,23,25,27,35,44,24,6,"2,233,046,500",162,4,2,1,0,3,1,1,4,0,0,0,0,2
480,3,5,10,17,30,31,16,4,"2,996,742,282",96,4,2,3,1,1,1,0,4,1,0,0,0,2
481,3,4,23,29,40,41,20,3,"4,639,355,750",140,4,2,2,0,2,1,1,4,1,0,0,0,2
482,1,10,16,24,25,35,43,7,"1,897,921,179",111,3,3,2,1,2,1,0,4,1,0,0,0,2
483,12,15,19,22,28,34,5,5,"2,567,196,675",130,2,4,0,3,2,1,0,3,0,0,0,0,2
484,1,3,27,28,32,45,11,6,"2,305,303,063",136,4,2,2,0,2,1,1,4,1,0,0,0,1
485,17,22,26,27,36,39,20,9,"1,501,474,917",167,3,3,0,1,3,2,0,3,1,0,0,0,2
486,1,2,23,25,38,40,43,13,"1,008,634,125",129,3,3,2,0,2,2,0,3,1,0,0,0,1
487,4,8,25,27,37,41,21,8,"1,638,830,766",142,4,2,2,0,2,1,1,4,0,0,0,0,2
488,2,8,17,30,31,38,25,10,"1,330,393,575",126,2,4,2,1,1,2,0,4,1,0,0,0,2
489,2,4,8,15,20,27,11,6,"2,106,360,625",76,2,4,3,2,1,0,0,3,0,0,0,0,1
490,2,7,26,29,40,43,42,7,"1,860,234,161",147,3,3,2,0,2,1,1,4,0,0,0,0,1
491,8,17,35,36,39,42,4,4,"3,304,634,438",177,3,3,1,1,0,3,1,4,1,0,0,0,1
492,22,27,31,35,37,40,42,5,"2,493,013,800",192,4,2,0,0,2,4,0,2,0,0,0,0,2
493,20,22,26,33,36,37,25,9,"1,451,120,334",174,2,4,0,1,2,3,0,3,1,0,0,0,2
494,5,7,8,15,30,43,22,12,"1,054,588,407",108,4,2,3,1,1,0,1,4,1,0,0,0,2
495,4,13,22,27,34,44,6,6,"2,111,645,000",144,2,4,1,1,2,1,1,5,0,0,0,0,3
496,4,13,20,29,36,41,39,4,"3,285,932,250",143,3,3,1,2,1,1,1,5,0,0,0,0,1
497,19,20,23,24,43,44,13,6,"2,222,817,813",173,3,3,0,2,2,0,2,3,1,0,0,0,2
498,13,14,24,32,39,41,3,4,"3,244,503,094",163,3,3,0,2,1,2,1,4,1,0,0,0,2
499,5,20,23,27,35,40,43,3,"4,070,480,250",150,4,2,1,1,2,2,0,4,0,0,0,0,2
500,3,4,12,20,24,34,41,9,"1,351,072,375",97,1,5,2,2,1,1,0,4,1,0,0,0,3
501,1,4,10,17,31,42,2,4,"3,025,200,094",105,3,3,3,1,0,1,1,4,0,0,0,0,2
502,6,22,28,32,34,40,26,6,"2,201,458,125",162,0,6,1,0,2,3,0,3,0,0,0,0,2
503,1,5,27,30,34,36,40,7,"1,853,634,911",133,3,3,2,0,2,2,0,3,0,0,0,0,1
504,6,14,22,26,43,44,31,9,"1,443,236,959",155,1,5,1,1,2,0,2,4,1,0,0,0,2
505,7,20,22,25,38,40,44,6,"1,917,955,188",152,2,4,1,1,2,2,0,4,0,0,0,0,2
506,6,9,11,22,24,30,31,3,"4,073,333,875",102,2,4,2,1,3,0,0,3,0,0,0,0,1
507,12,13,32,33,40,41,4,9,"1,416,438,875",171,3,3,0,2,0,3,1,3,1,0,0,0,2
508,5,27,31,34,35,43,37,8,"1,599,557,860",175,5,1,1,0,1,3,1,4,1,0,0,0,2
509,12,25,29,35,42,43,24,5,"2,689,076,100",186,4,2,0,1,2,1,2,4,1,0,0,0,2
510,12,29,32,33,39,40,42,5,"2,644,158,150",185,3,3,0,1,1,4,0,3,1,0,0,0,2
511,3,7,14,23,26,42,24,6,"2,165,579,250",115,3,3,2,1,2,0,1,4,0,0,0,0,2
512,4,5,9,13,26,27,1,13,"940,094,452",84,4,2,3,1,2,0,0,3,1,0,0,0,1
513,5,8,21,23,27,33,12,3,"4,589,624,750",117,5,1,2,0,3,1,0,3,0,0,0,0,2
514,1,15,20,26,35,42,9,3,"4,451,055,500",139,3,3,1,2,1,1,1,5,0,0,0,0,2
515,2,11,12,15,23,37,8,1,"13,200,466,875",100,4,2,1,3,1,1,0,4,1,0,0,0,2
516,2,8,23,41,43,44,30,11,"1,294,190,182",161,3,3,2,0,1,0,3,3,1,0,0,0,2
517,1,9,12,28,36,41,10,5,"2,659,057,725",127,3,3,2,1,1,1,1,5,0,0,0,0,2
518,14,23,30,32,34,38,6,6,"2,263,804,125",171,1,5,0,1,2,3,0,3,0,0,0,0,2
519,6,8,13,16,30,43,3,7,"1,950,601,393",116,2,4,2,2,1,0,1,4,0,0,0,0,2
520,4,22,27,28,38,40,1,6,"2,167,205,438",159,1,5,1,0,3,2,0,3,1,0,0,0,2
521,3,7,18,29,32,36,19,8,"1,693,420,922",125,3,3,2,1,1,2,0,4,0,0,0,0,1
522,4,5,13,14,37,41,11,6,"2,281,623,000",114,4,2,2,2,0,1,1,4,1,0,0,0,2
523,1,4,37,38,40,45,7,7,"1,780,355,840",165,3,3,2,0,0,3,1,3,1,0,0,0,1
524,10,11,29,38,41,45,21,4,"3,491,695,594",174,4,2,1,1,1,1,2,5,1,0,0,0,2
525,11,23,26,29,39,44,22,9,"1,501,132,375",172,4,2,0,1,3,1,1,4,0,0,0,0,2
526,7,14,17,20,35,39,31,9,"1,491,031,959",132,4,2,1,3,0,2,0,3,0,0,0,0,2
527,1,12,22,32,33,42,38,13,"1,032,386,366",142,2,4,1,1,1,2,1,5,1,0,0,0,4
528,5,17,25,31,39,40,10,11,"1,197,889,125",157,5,1,1,1,1,3,0,4,1,0,0,0,2
529,18,20,24,27,31,42,39,8,"1,749,114,797",162,2,4,0,2,2,1,1,4,0,0,0,0,1
530,16,23,27,29,33,41,22,11,"1,231,656,239",169,5,1,0,1,3,1,1,4,0,0,0,0,2
531,1,5,9,21,27,35,45,9,"1,521,519,750",98,6,0,3,0,2,1,0,3,0,0,0,0,2
532,16,17,23,24,29,44,3,7,"2,216,896,286",153,3,3,0,2,3,0,1,3,1,0,0,0,2
533,9,14,15,17,31,33,23,8,"1,785,671,579",119,5,1,1,3,0,2,0,3,1,0,0,0,1
534,10,24,26,29,37,38,32,1,"14,215,763,250",164,2,4,1,0,3,2,0,3,1,0,0,0,1
535,11,12,14,15,18,39,34,3,"4,935,603,000",109,3,3,0,5,0,1,0,2,1,0,0,0,1
536,7,8,18,32,37,43,12,11,"1,308,523,603",145,3,3,2,1,0,2,1,4,1,0,0,0,2
537,12,23,26,30,36,43,11,7,"2,104,038,911",170,2,4,0,1,3,1,1,4,0,0,0,0,2
538,6,10,18,31,32,34,11,3,"4,688,021,625",131,1,5,2,1,0,3,0,3,1,0,0,0,1
539,3,19,22,31,42,43,26,9,"1,621,036,667",160,4,2,1,1,1,1,2,5,1,0,0,0,2
540,3,12,13,15,34,36,14,7,"1,989,365,250",113,3,3,1,3,0,2,0,3,1,0,0,0,2
541,8,13,26,28,32,34,43,11,"1,269,327,171",141,1,5,1,1,2,2,0,4,0,0,0,0,2
542,5,6,19,26,41,45,34,6,"2,335,152,563",142,4,2,2,1,1,0,2,4,1,0,0,0,2
543,13,18,26,31,34,44,12,12,"1,112,934,844",166,2,4,0,2,1,2,1,4,0,0,0,0,2
544,5,17,21,25,36,44,10,13,"1,046,388,433",148,4,2,1,1,2,1,1,5,0,0,0,0,2
545,4,24,25,27,34,35,2,11,"1,198,994,353",149,3,3,1,0,3,2,0,3,1,0,0,0,3
546,8,17,20,27,37,43,6,30,"405,939,950",152,4,2,1,2,1,1,1,5,0,0,0,0,3
547,6,7,15,22,34,39,28,5,"2,838,444,450",123,3,3,2,1,1,2,0,4,1,0,0,0,1
548,1,12,13,21,32,45,14,8,"1,736,871,891",124,4,2,1,2,1,1,1,5,1,0,0,0,2
549,29,31,35,38,40,44,17,8,"1,760,805,047",217,3,3,0,0,1,4,1,3,0,0,0,0,1
550,1,7,14,20,34,37,41,11,"1,118,679,205",113,3,3,2,2,0,2,0,3,0,0,0,0,2
551,3,6,20,24,27,44,25,1,"13,526,973,750",124,2,4,2,1,2,0,1,4,0,0,0,0,2
552,1,10,20,32,35,40,43,10,"1,330,824,225",138,2,4,2,1,0,3,0,3,0,0,0,0,3
553,2,7,17,28,29,39,37,6,"2,249,631,438",122,4,2,2,1,2,1,0,4,1,0,0,0,2
554,13,14,17,32,41,42,6,2,"6,813,893,625",159,3,3,0,3,0,1,2,3,1,0,0,0,2
555,11,17,21,24,26,36,12,8,"1,711,027,360",135,3,3,0,2,3,1,0,3,0,0,0,0,2
556,12,20,23,28,30,44,43,7,"2,005,209,161",157,1,5,0,2,3,0,1,3,0,0,0,0,2
557,4,20,26,28,35,40,31,7,"1,888,069,286",153,1,5,1,1,2,2,0,4,0,0,0,0,2
558,12,15,19,26,40,43,29,10,"1,315,913,663",155,3,3,0,3,1,1,1,4,0,0,0,0,1
559,11,12,25,32,44,45,23,7,"1,926,145,608",169,3,3,0,2,1,1,2,4,1,0,0,0,2
560,1,4,20,23,29,45,28,7,"1,976,697,215",122,4,2,2,1,2,0,1,4,0,0,0,0,1
561,5,7,18,37,42,45,20,5,"2,753,712,225",154,4,2,2,1,0,1,2,4,0,0,0,0,2
562,4,11,13,17,20,31,33,11,"1,166,694,614",96,4,2,1,4,0,1,0,3,0,0,0,0,2
563,5,10,16,17,31,32,21,7,"1,932,735,643",111,3,3,2,2,0,2,0,3,1,0,0,0,1
564,14,19,25,26,27,34,2,7,"1,934,801,143",145,3,3,0,2,3,1,0,3,0,1,0,0,2
565,4,10,18,27,40,45,38,8,"1,742,064,469",144,2,4,2,1,1,1,1,5,0,0,0,0,2
566,4,5,6,25,26,43,41,4,"3,508,951,032",109,3,3,3,0,2,0,1,3,0,1,0,0,2
567,1,10,15,16,32,41,28,6,"2,318,659,438",115,3,3,2,2,0,1,1,4,1,0,0,0,2
568,1,3,17,20,31,44,40,10,"1,305,167,550",116,4,2,2,2,0,1,1,4,0,0,0,0,2
569,3,6,13,23,24,35,1,4,"3,467,925,188",104,4,2,2,1,2,1,0,4,1,0,0,0,3
570,1,12,26,27,29,33,42,9,"1,527,791,625",128,4,2,1,1,3,1,0,4,1,0,0,0,1
571,11,18,21,26,38,43,29,7,"1,966,538,465",157,3,3,0,2,2,1,1,4,0,0,0,0,2
572,3,13,18,33,37,45,1,8,"1,668,216,188",149,5,1,1,2,0,2,1,4,0,0,0,0,3
573,2,4,20,34,35,43,14,8,"1,645,691,766",138,2,4,2,1,0,2,1,4,1,0,0,0,2
574,14,15,16,19,25,43,2,2,"6,965,184,938",132,4,2,0,4,1,0,1,3,0,1,0,0,2
575,2,8,20,30,33,34,6,8,"1,699,267,875",127,1,5,2,1,1,2,0,4,1,0,0,0,2
576,10,11,15,25,35,41,13,3,"4,321,966,000",137,5,1,1,2,1,1,1,5,1,0,0,0,3
577,16,17,22,31,34,37,33,3,"4,484,438,375",157,3,3,0,2,1,3,0,3,1,0,0,0,2
578,5,12,14,32,34,42,16,5,"2,796,466,575",139,1,5,1,2,0,2,1,4,0,0,0,0,3
579,5,7,20,22,37,42,39,11,"1,396,068,444",133,3,3,2,1,1,1,1,5,0,0,0,0,2
580,5,7,9,11,32,35,33,7,"2,028,610,500",99,5,1,3,1,0,2,0,3,0,0,0,0,2
581,3,5,14,20,42,44,33,8,"1,844,554,547",128,2,4,2,2,0,0,2,3,0,0,0,0,2
582,2,12,14,33,40,41,25,4,"3,560,558,719",142,2,4,1,2,0,2,1,4,1,0,0,0,2
583,8,17,27,33,40,44,24,11,"1,341,848,353",169,3,3,1,1,1,2,1,5,0,0,0,0,2
584,7,18,30,39,40,41,36,3,"5,033,183,250",175,3,3,1,1,1,2,1,5,0,1,0,0,2
585,6,7,10,16,38,41,4,9,"1,620,546,334",118,2,4,3,1,0,1,1,4,1,0,0,0,2
586,2,7,12,15,21,34,5,8,"1,778,354,344",91,3,3,2,2,1,1,0,4,0,0,0,0,2
587,14,21,29,31,32,37,17,3,"4,974,577,375",164,4,2,0,1,2,3,0,3,1,0,0,0,2
588,2,8,15,22,25,41,30,5,"2,889,342,075",113,3,3,2,1,2,0,1,4,0,0,0,0,2
589,6,8,28,33,38,39,22,7,"2,136,877,983",152,2,4,2,0,1,3,0,3,1,0,0,0,3
590,20,30,36,38,41,45,23,7,"2,185,183,983",210,2,4,0,1,1,2,2,4,0,0,0,0,2
591,8,13,14,30,38,39,5,5,"2,964,676,200",142,2,4,1,2,1,2,0,4,1,0,0,0,2
592,2,5,6,13,28,44,43,6,"2,356,381,688",98,2,4,3,1,1,0,1,4,1,0,0,0,1
593,9,10,13,24,33,38,28,9,"1,532,833,500",127,3,3,2,1,1,2,0,4,1,0,0,0,2
594,2,8,13,25,28,37,3,11,"1,255,592,796",113,3,3,2,1,2,1,0,4,0,0,0,0,2
595,8,24,28,35,38,40,5,8,"1,744,525,219",173,1,5,1,0,2,3,0,3,0,0,0,0,3
596,3,4,12,14,25,43,17,10,"1,328,267,663",101,3,3,2,2,1,0,1,4,1,0,0,0,2
597,8,10,23,24,35,43,37,13,"1,057,920,606",143,3,3,2,0,2,1,1,4,1,0,0,0,2
598,4,12,24,33,38,45,22,16,"833,998,594",156,2,4,1,1,1,2,1,5,0,0,0,0,2
599,5,12,17,29,34,35,27,8,"1,710,918,329",132,4,2,1,2,1,2,0,4,1,0,0,0,2
600,5,11,14,27,29,36,44,15,"901,798,725",122,4,2,1,2,2,1,0,4,0,0,0,0,1
601,2,16,19,31,34,35,37,9,"1,524,565,209",137,3,3,1,2,0,3,0,3,1,0,0,0,1
602,13,14,22,27,30,38,2,8,"1,689,530,860",144,2,4,0,2,3,1,0,3,1,0,0,0,1
603,2,19,25,26,27,43,28,4,"3,452,136,563",142,4,2,1,1,3,0,1,4,0,1,0,0,1
604,2,6,18,21,33,34,30,11,"1,229,141,557",114,2,4,2,1,1,2,0,4,1,0,0,0,1
605,1,2,7,9,10,38,42,9,"1,394,232,250",67,3,3,5,0,0,1,0,2,1,0,0,0,1
606,1,5,6,14,20,39,22,10,"1,311,566,850",85,3,3,3,2,0,1,0,3,1,0,0,0,1
607,8,14,23,36,38,39,13,4,"3,494,480,907",158,2,4,1,1,1,3,0,4,1,0,0,0,2
608,4,8,18,19,39,44,41,7,"1,943,530,018",132,2,4,2,2,0,1,1,4,1,0,0,0,2
609,4,8,27,34,39,40,13,2,"6,339,311,438",152,2,4,2,0,1,3,0,3,1,0,0,0,2
610,14,18,20,23,28,36,33,4,"3,516,018,375",139,1,5,0,3,2,1,0,3,0,0,0,0,2
611,2,22,27,33,36,37,14,4,"3,502,706,157",157,3,3,1,0,2,3,0,3,1,0,0,0,2
612,6,9,18,19,25,33,40,11,"1,181,705,250",110,4,2,2,2,1,1,0,4,1,0,0,0,2
613,7,8,11,16,41,44,35,9,"1,549,831,209",127,3,3,2,2,0,0,2,3,1,0,0,0,2
614,8,21,25,39,40,44,18,6,"2,540,975,438",177,3,3,1,0,2,2,1,4,1,0,0,0,1
615,10,17,18,19,23,27,35,9,"1,535,062,417",114,4,2,1,3,2,0,0,3,0,1,0,0,2
616,5,13,18,23,40,45,3,9,"1,611,811,250",144,4,2,1,2,1,1,1,5,0,0,0,0,2
617,4,5,11,12,24,27,28,8,"1,629,701,860",83,3,3,2,2,2,0,0,3,1,0,0,0,2
618,8,16,25,30,42,43,15,5,"2,881,326,225",164,2,4,1,1,2,0,2,4,1,0,0,0,1
619,6,8,13,30,35,40,21,3,"4,612,479,375",132,2,4,2,1,1,2,0,4,0,0,0,0,2
620,2,16,17,32,39,45,40,7,"2,028,283,233",151,3,3,1,2,0,2,1,4,1,0,0,0,2
621,1,2,6,16,19,42,9,6,"2,359,723,500",86,2,4,3,2,0,0,1,3,1,0,0,0,2
622,9,15,16,21,28,34,24,9,"1,630,598,292",123,3,3,1,2,2,1,0,4,1,0,0,0,1
623,7,13,30,39,41,45,25,8,"1,813,702,594",175,5,1,1,1,1,1,2,5,0,0,0,0,1
624,1,7,19,26,27,35,16,5,"2,763,729,450",115,5,1,2,1,2,1,0,4,1,0,0,0,2
625,3,6,7,20,21,39,13,5,"2,765,184,675",96,4,2,3,1,1,1,0,4,1,0,0,0,1
626,13,14,26,33,40,43,15,8,"1,717,871,110",169,3,3,0,2,1,2,1,4,1,0,0,0,3
627,2,9,22,25,31,45,12,10,"1,352,230,650",134,4,2,2,0,2,1,1,4,0,0,0,0,2
628,1,7,12,15,23,42,11,9,"1,499,942,875",100,4,2,2,2,1,0,1,4,0,0,0,0,2
629,19,28,31,38,43,44,1,5,"2,919,433,575",203,3,3,0,1,1,2,2,4,1,0,0,0,2
